Fartøy ID,Siste fangstdato,Lokasjon (kode),Lon (lokasjon),Lat (lokasjon),Art,Art - gruppe,Rundvekt,date
1995010818.0,05.08.2021,24.0,15.47374,69.26583,Lange,Annen torskefisk,148.4,2021-05-08
1999003020.0,04.02.2002,1.0,4.50056,60.24815,Kveite,"Annen flatfisk, bunnfisk og dypvannsfisk",8.8,2002-04-02
1987004899.0,11.10.2007,35.0,12.65937,65.69263,"Taskekrabbe, han-",Taskekrabbe,110.0,2007-11-10
,22.04.2020,23.0,11.5,65.75,Lyr,Annen torskefisk,11.7,2020-04-22
1997006401.0,30.11.2010,20.0,14.56401,68.75918,Kveite,"Annen flatfisk, bunnfisk og dypvannsfisk",83.7,2010-11-30
1993001472.0,11.06.2014,6.0,29.42593,70.64198,Torsk,Torsk,273.0,2014-11-06
1998004587.0,16.05.2001,26.0,25.37756,71.13554,Gråsteinbit,Steinbiter,133.7,2001-05-16
1993000759.0,10.01.2007,35.0,17.5,70.25,Uer (vanlig),Uer,9.0,2007-10-01
2003022225.0,20.02.2015,4.0,12.33333,67.33333,Torsk,Torsk,,2015-02-20
2003019582.0,18.12.2018,7.0,7.49065,63.24359,Hummer,"Andre skalldyr, bløtdyr og pigghuder",2.6,2018-12-18
1997002893.0,05.09.2013,40.0,18.65184,69.26688,Brosme,Annen torskefisk,29.4,2013-05-09
1963005475.0,07.01.2006,24.0,15.47374,69.26583,Sei,Sei,18.9,2006-07-01
1990007806.0,31.10.2006,24.0,15.47374,69.26583,Torsk,Torsk,307.5,2006-10-31
1998003781.0,04.03.2015,7.0,7.49065,63.24359,Lysing,Annen torskefisk,36.0,2015-04-03
1972007652.0,07.02.2012,15.0,13.44548,68.29821,Torsk,Torsk,462.0,2012-07-02
,15.03.2000,5.0,28.06428,70.41512,Torsk,Torsk,13.5,2000-03-15
2016072712.0,24.08.2016,19.0,6.23771,59.3805,Bergnebb,Leppefisk,5.9,2016-08-24
1991004898.0,24.02.2005,35.0,17.5,70.25,Torsk,Torsk,,2005-02-24
2005033466.0,05.03.2012,15.0,5.22302,59.73966,Lysing,Annen torskefisk,229.2,2012-05-03
2011053689.0,13.02.2012,16.0,5.37624,59.23466,Torsk,Torsk,5.9,2012-02-13
,08.07.2010,39.0,19.33211,69.54236,Kveite,"Annen flatfisk, bunnfisk og dypvannsfisk",23.0,2010-08-07
1986010587.0,18.05.2004,1.0,18.5,70.25,Sei,Sei,32.4,2004-05-18
2004027005.0,02.02.2006,17.0,6.56095,58.25116,Lyr,Annen torskefisk,131.1,2006-02-02
2008045229.0,16.11.2021,3.0,33.0,72.5,Blåkveite,Blåkveite,8.4,2021-11-16
,31.10.2005,4.0,4.5,61.75,Breiflabb,"Annen flatfisk, bunnfisk og dypvannsfisk",2.4,2005-10-31
,03.04.2009,25.0,9.61139,63.78643,Torsk,Torsk,2299.5,2009-03-04
1982011302.0,09.03.2013,23.0,14.5,69.25,Sei,Sei,229.5,2013-09-03
1995005123.0,24.03.2006,3.0,11.5,67.25,Torsk,Torsk,,2006-03-24
1995010457.0,16.06.2005,3.0,20.4513,70.26784,Torsk,Torsk,97.5,2005-06-16
1987001327.0,07.02.2006,3.0,20.4513,70.26784,Torsk,Torsk,,2006-07-02
1980006143.0,25.10.2004,48.0,13.71385,68.08439,Uer (vanlig),Uer,3.0,2004-10-25
2001015702.0,08.11.2003,37.0,17.20863,68.34791,Norsk vårgytende sild,"Sild, norsk vårgytende",334565.0,2003-08-11
1995011133.0,11.01.2001,30.0,17.491,69.74206,Brosme,Annen torskefisk,4.2,2001-11-01
1998013091.0,10.03.2010,20.0,10.5,59.25,Sjøkreps,"Andre skalldyr, bløtdyr og pigghuder",11.0,2010-10-03
2008042488.0,02.12.2008,18.0,11.56914,65.22203,Torsk,Torsk,85.5,2008-02-12
1996006144.0,27.03.2006,4.0,12.33333,67.33333,Torsk,Torsk,450.0,2006-03-27
,17.03.2000,4.0,21.52462,70.33232,Hyse,Hyse,123.2,2000-03-17
1999005400.0,23.04.2003,11.0,14.53782,67.75442,Sei,Sei,27.0,2003-04-23
2011054408.0,07.04.2013,19.0,18.5,71.25,Sei,Sei,1518.8,2013-07-04
1999001805.0,07.02.2003,6.0,29.42593,70.64198,Brosme,Annen torskefisk,2.8,2003-07-02
1997008682.0,31.01.2003,18.0,6.2079,58.92551,Lyr,Annen torskefisk,36.8,2003-01-31
2013060913.0,14.12.2013,17.0,6.56095,58.25116,Piggvar,"Annen flatfisk, bunnfisk og dypvannsfisk",2.8,2013-12-14
1994007068.0,02.08.2013,3.0,31.5,70.25,Blåkveite,Blåkveite,567.6,2013-02-08
1991005293.0,29.03.2012,4.0,12.33333,67.33333,Torsk,Torsk,121.5,2012-03-29
1998012694.0,25.11.2002,25.0,7.5,57.75,Lysing,Annen torskefisk,11.4,2002-11-25
,16.10.2002,53.0,14.43561,67.19701,Brosme,Annen torskefisk,21.0,2002-10-16
1992004299.0,27.06.2017,17.0,6.56095,58.25116,Torsk,Torsk,11.8,2017-06-27
1999003712.0,25.11.2004,10.0,22.0,74.5,Torsk,Torsk,8464.5,2004-11-25
1994005512.0,08.04.2021,10.0,13.41423,67.82298,Torsk,Torsk,688.0,2021-08-04
2013060892.0,02.11.2018,3.0,20.4513,70.26784,Torsk,Torsk,2071.5,2018-02-11
1998006089.0,08.12.2007,46.0,14.56579,68.15924,Norsk vårgytende sild,"Sild, norsk vårgytende",15880.0,2007-08-12
1982009808.0,22.04.2013,12.0,10.50548,64.74619,Torsk,Torsk,442.5,2013-04-22
1978006010.0,20.02.2007,24.0,15.47374,69.26583,Torsk,Torsk,231.0,2007-02-20
1999009719.0,18.01.2021,24.0,15.47374,69.26583,Sei,Sei,120.15,2021-01-18
,03.12.2002,16.0,5.37624,59.23466,Breiflabb,"Annen flatfisk, bunnfisk og dypvannsfisk",61.6,2002-03-12
2005032685.0,01.08.2012,17.0,6.56095,58.25116,Sjøkreps,"Andre skalldyr, bløtdyr og pigghuder",3.5,2012-01-08
2000013380.0,15.12.2003,19.0,29.0,73.25,Flekksteinbit,Steinbiter,810.2,2003-12-15
2005032505.0,10.04.2010,35.0,12.65937,65.69263,Lyr,Annen torskefisk,3.9,2010-10-04
1997005973.0,30.03.2012,46.0,14.56579,68.15924,Torsk,Torsk,22.5,2012-03-30
1992012399.0,21.04.2005,16.0,9.5,58.75,Lange,Annen torskefisk,2.8,2005-04-21
1987009374.0,25.05.2002,4.0,4.5,61.75,Sei,Sei,226.8,2002-05-25
,18.09.2012,4.0,4.5,61.75,Taskekrabbe,Taskekrabbe,70.0,2012-09-18
2007038348.0,19.11.2008,20.0,10.5,59.25,Hvitting,Annen torskefisk,1.0,2008-11-19
2002019184.0,07.04.2021,16.0,9.5,58.75,Dypvannsreke,Dypvannsreke,0.0,2021-07-04
2007037990.0,19.12.2012,1.0,5.5,58.25,Sei,Sei,304.8,2012-12-19
1987005837.0,20.11.2009,15.0,31.5,71.25,Torsk,Torsk,2715.0,2009-11-20
1996008767.0,30.11.2013,17.0,6.56095,58.25116,Hummer,"Andre skalldyr, bløtdyr og pigghuder",3.0,2013-11-30
1995004922.0,30.03.2017,27.0,11.5,66.25,Lange,Annen torskefisk,18.2,2017-03-30
1994008118.0,02.07.2018,24.0,25.53489,70.46517,"Kongekrabbe, han-","Kongekrabbe, han",584.0,2018-02-07
1999010693.0,07.09.2009,25.0,16.61634,69.26902,Kveite,"Annen flatfisk, bunnfisk og dypvannsfisk",3.9,2009-07-09
1988013144.0,03.05.2005,17.0,10.5,58.75,Torsk,Torsk,28.9,2005-03-05
1990004460.0,31.03.2001,50.0,13.66667,67.61111,Torsk,Torsk,30.0,2001-03-31
2015069833.0,07.08.2018,30.0,7.67022,57.81892,Taskekrabbe,Taskekrabbe,672.0,2018-07-08
,10.03.2000,40.0,5.52325,60.70822,Hyse,Hyse,18.2,2000-10-03
1987004066.0,01.03.2008,3.0,11.5,67.25,Torsk,Torsk,240.0,2008-01-03
1987004725.0,28.03.2012,33.0,5.59752,62.21811,Lange,Annen torskefisk,14.0,2012-03-28
1992010415.0,27.03.2006,11.0,21.54827,70.73675,Torsk,Torsk,,2006-03-27
2020113976.0,26.11.2021,25.0,16.61634,69.26902,Sei,Sei,654.75,2021-11-26
1996005119.0,30.05.2003,25.0,26.79157,70.49274,Torsk,Torsk,1188.0,2003-05-30
1984012958.0,08.04.2015,16.0,9.5,58.75,Torsk,Torsk,9.4,2015-08-04
2015070654.0,21.06.2017,20.0,10.5,59.25,Dypvannsreke,Dypvannsreke,0.0,2017-06-21
1978011465.0,07.02.2013,30.0,17.491,69.74206,Torsk,Torsk,,2013-07-02
1976011419.0,27.10.2005,35.0,17.5,70.25,Hyse,Hyse,81.2,2005-10-27
2001014461.0,22.09.2012,54.0,2.5,61.75,Makrell,Makrell,4508.0,2012-09-22
2005032166.0,04.12.2008,32.0,13.51657,66.70542,Torsk,Torsk,181.5,2008-04-12
1987005995.0,02.11.2009,25.0,26.79157,70.49274,Hyse,Hyse,39.2,2009-02-11
1998011358.0,05.03.2017,1.0,18.5,70.25,Torsk,Torsk,232.5,2017-05-03
1985013073.0,06.02.2018,20.0,10.5,59.25,Dypvannsreke,Dypvannsreke,210.0,2018-06-02
1980010956.0,30.04.2012,15.0,23.49366,70.11048,Torsk,Torsk,1632.5,2012-04-30
1998013091.0,19.08.2014,17.0,10.5,58.75,Sei,Sei,0.0,2014-08-19
1980006854.0,05.06.2012,27.0,11.5,66.25,Torsk,Torsk,129.0,2012-05-06
1998004204.0,24.07.2008,33.0,5.59752,62.21811,Lysing,Annen torskefisk,29.4,2008-07-24
2000013296.0,23.09.2019,20.0,19.5,71.25,Norsk vårgytende sild,"Sild, norsk vårgytende",472420.0,2019-09-23
1991010502.0,07.09.2007,2.0,19.5,70.25,Torsk,Torsk,4.5,2007-07-09
1997006661.0,25.04.2005,12.0,10.50548,64.74619,Torsk,Torsk,679.5,2005-04-25
